Beach Name,Date,Measurement Timestamp,DNA Reading Mean,Ecoli Predicted Level,Latitude_ecoli,Longitude_ecoli,Location_ecoli,Nearest Weather Station,Air Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation
Hartigan (Albion),2018-08-23,08/23/2018 12:00:00 AM,655.2,139.2,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,20.56,48,,0.0,,,263,1.7,1.8,997.3,0
Howard,2018-08-23,08/23/2018 12:00:00 AM,781.4,131.8,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,20.56,48,,0.0,,,263,1.7,1.8,997.3,0
Marion Mahony Griffin (Jarvis),2018-08-23,08/23/2018 12:00:00 AM,475.0,138.0,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,20.56,48,,0.0,,,263,1.7,1.8,997.3,0
Osterman,2018-08-23,08/23/2018 12:00:00 AM,530.5,289.1,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,20.56,48,,0.0,,,263,1.7,1.8,997.3,0
Rogers,2018-08-23,08/23/2018 12:00:00 AM,992.1,198.0,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,20.56,48,,0.0,,,263,1.7,1.8,997.3,0
Foster,2018-08-24,08/24/2018 12:00:00 AM,110.3,48.2,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,21.56,51,,0.0,,,203,2.5,2.9,995.3,0
Hartigan (Albion),2018-08-24,08/24/2018 12:00:00 AM,2869.4,27.8,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,21.56,51,,0.0,,,203,2.5,2.9,995.3,0
Howard,2018-08-24,08/24/2018 12:00:00 AM,1386.4,64.0,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,21.56,51,,0.0,,,203,2.5,2.9,995.3,0
Marion Mahony Griffin (Jarvis),2018-08-24,08/24/2018 12:00:00 AM,357.3,18.0,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,21.56,51,,0.0,,,203,2.5,2.9,995.3,0
Osterman,2018-08-24,08/24/2018 12:00:00 AM,102.0,45.2,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,21.56,51,,0.0,,,203,2.5,2.9,995.3,0
Rogers,2018-08-24,08/24/2018 12:00:00 AM,733.5,21.1,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,21.56,51,,0.0,,,203,2.5,2.9,995.3,0
Foster,2018-08-26,08/26/2018 12:00:00 AM,206.4,172.0,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,25.06,83,,0.0,,,148,0.7,0.8,992.6,0
Hartigan (Albion),2018-08-26,08/26/2018 12:00:00 AM,866.9,60.0,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,25.06,83,,0.0,,,148,0.7,0.8,992.6,0
Howard,2018-08-26,08/26/2018 12:00:00 AM,1041.3,96.8,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,25.06,83,,0.0,,,148,0.7,0.8,992.6,0
Marion Mahony Griffin (Jarvis),2018-08-26,08/26/2018 12:00:00 AM,62.9,49.4,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,25.06,83,,0.0,,,148,0.7,0.8,992.6,0
Osterman,2018-08-26,08/26/2018 12:00:00 AM,128.9,129.2,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,25.06,83,,0.0,,,148,0.7,0.8,992.6,0
Rogers,2018-08-26,08/26/2018 12:00:00 AM,489.6,62.9,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,25.06,83,,0.0,,,148,0.7,0.8,992.6,0
Foster,2018-08-28,08/28/2018 12:00:00 AM,226.9,223.9,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,28.0,63,,0.0,,,190,6.5,7.9,989.5,0
Hartigan (Albion),2018-08-28,08/28/2018 12:00:00 AM,910.3,73.6,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,28.0,63,,0.0,,,190,6.5,7.9,989.5,0
Howard,2018-08-28,08/28/2018 12:00:00 AM,2689.4,140.9,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,28.0,63,,0.0,,,190,6.5,7.9,989.5,0
Marion Mahony Griffin (Jarvis),2018-08-28,08/28/2018 12:00:00 AM,434.3,62.9,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,28.0,63,,0.0,,,190,6.5,7.9,989.5,0
Osterman,2018-08-28,08/28/2018 12:00:00 AM,2580.6,205.4,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,28.0,63,,0.0,,,190,6.5,7.9,989.5,0
Rogers,2018-08-28,08/28/2018 12:00:00 AM,923.6,85.7,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,28.0,63,,0.0,,,190,6.5,7.9,989.5,0
Foster,2018-08-30,08/30/2018 12:00:00 AM,157.9,116.6,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,19.17,71,,0.0,,,71,1.5,1.6,999.3,0
Hartigan (Albion),2018-08-30,08/30/2018 12:00:00 AM,254.4,70.3,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,19.17,71,,0.0,,,71,1.5,1.6,999.3,0
Howard,2018-08-30,08/30/2018 12:00:00 AM,216.0,92.3,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,19.17,71,,0.0,,,71,1.5,1.6,999.3,0
Marion Mahony Griffin (Jarvis),2018-08-30,08/30/2018 12:00:00 AM,236.3,66.4,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,19.17,71,,0.0,,,71,1.5,1.6,999.3,0
Osterman,2018-08-30,08/30/2018 12:00:00 AM,985.1,140.2,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,19.17,71,,0.0,,,71,1.5,1.6,999.3,0
Rogers,2018-08-30,08/30/2018 12:00:00 AM,299.6,79.5,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,19.17,71,,0.0,,,71,1.5,1.6,999.3,0
Foster,2018-09-03,09/03/2018 12:00:00 AM,140.3,197.6,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,21.5,83,,0.0,,,229,0.2,0.3,997.6,0
Hartigan (Albion),2018-09-03,09/03/2018 12:00:00 AM,592.2,109.0,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,21.5,83,,0.0,,,229,0.2,0.3,997.6,0
Howard,2018-09-03,09/03/2018 12:00:00 AM,1213.1,113.0,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,21.5,83,,0.0,,,229,0.2,0.3,997.6,0
Marion Mahony Griffin (Jarvis),2018-09-03,09/03/2018 12:00:00 AM,663.6,108.0,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,21.5,83,,0.0,,,229,0.2,0.3,997.6,0
Osterman,2018-09-03,09/03/2018 12:00:00 AM,688.3,256.8,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,21.5,83,,0.0,,,229,0.2,0.3,997.6,0
Foster,2019-07-16,07/16/2019 12:00:00 PM,18.1,152.2,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,25.5,73,,0.08,,,220,2.5,2.9,991.5,0
Hartigan (Albion),2019-07-16,07/16/2019 12:00:00 PM,63.3,26.8,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,25.5,73,,0.08,,,220,2.5,2.9,991.5,0
Osterman,2019-07-16,07/16/2019 12:00:00 PM,6.9,58.2,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,25.5,73,,0.08,,,220,2.5,2.9,991.5,0
Foster,2019-07-20,07/20/2019 12:00:00 PM,479.6,352.1,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,32.28,60,,0.0,,,222,5.7,6.7,988.1,0
Foster,2021-07-05,07/05/2021 12:00:00 PM,54.0,89.7,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,30.67,46,,0.0,,,0,3.3,0.0,993.2,790
Osterman,2021-07-05,07/05/2021 12:00:00 PM,61.0,51.5,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,30.67,46,,0.0,,,0,3.3,0.0,993.2,790
Foster,2023-06-05,06/05/2023 12:00:00 PM,18.0,160.6,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,18.78,66,,0.0,,,0,3.3,0.0,995.9,830
Osterman,2023-06-05,06/05/2023 12:00:00 PM,13.0,45.7,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,18.78,66,,0.0,,,0,3.3,0.0,995.9,830
Foster,2023-06-15,06/15/2023 12:00:00 AM,532.0,53.1,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,15.89,81,,0.0,,,0,3.3,0.0,983.7,5
Hartigan (Albion),2023-06-15,06/15/2023 12:00:00 AM,34.0,20.3,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,15.89,81,,0.0,,,0,3.3,0.0,983.7,5
Marion Mahony Griffin (Jarvis),2023-06-15,06/15/2023 12:00:00 AM,11.0,16.0,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,15.89,81,,0.0,,,0,3.3,0.0,983.7,5
Osterman,2023-06-15,06/15/2023 12:00:00 AM,155.0,38.0,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,15.89,81,,0.0,,,0,3.3,0.0,983.7,5
Hartigan (Albion),2019-08-22,08/22/2019 12:00:00 PM,648.1,29.7,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,21.78,66,,0.0,,,72,2.8,3.1,994.6,0
Osterman,2019-08-22,08/22/2019 12:00:00 PM,533.5,75.4,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,21.78,66,,0.0,,,72,2.8,3.1,994.6,0
Hartigan (Albion),2022-08-17,08/17/2022 02:00:00 PM,79.0,96.5,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,22.67,74,,0.0,,,0,3.3,0.0,998.3,793
Osterman,2022-08-17,08/17/2022 02:00:00 PM,100.0,158.5,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,22.67,74,,0.0,,,0,3.3,0.0,998.3,793
Hartigan (Albion),2023-08-26,08/26/2023 01:00:00 PM,12.0,36.4,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,21.0,76,,0.0,,,0,3.3,0.0,994.9,408
Marion Mahony Griffin (Jarvis),2023-08-26,08/26/2023 01:00:00 PM,252.0,28.9,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,21.0,76,,0.0,,,0,3.3,0.0,994.9,408
Osterman,2023-08-26,08/26/2023 01:00:00 PM,194.0,41.9,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,21.0,76,,0.0,,,0,3.3,0.0,994.9,408
Howard,2017-06-04,06/04/2017 12:00:00 AM,19.0,62.2,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,26.28,41,,0.0,,,240,2.3,2.4,990.2,0
Rogers,2017-06-04,06/04/2017 12:00:00 AM,57.9,23.9,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,26.28,41,,0.0,,,240,2.3,2.4,990.2,0
Leone,2017-05-27,05/27/2017 12:00:00 AM,83.5,36.8,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,13.3,87,0.0,0.0,36.3,0.0,157,0.4,0.9,989.8,0
North Avenue,2017-05-27,05/27/2017 12:00:00 AM,28.5,38.8,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,13.3,87,0.0,0.0,36.3,0.0,157,0.4,0.9,989.8,0
Oak Street,2017-05-27,05/27/2017 12:00:00 AM,66.7,38.4,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,13.3,87,0.0,0.0,36.3,0.0,157,0.4,0.9,989.8,0
Ohio Street,2017-05-27,05/27/2017 12:00:00 AM,228.1,45.2,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,13.3,87,0.0,0.0,36.3,0.0,157,0.4,0.9,989.8,0
Leone,2017-05-28,05/28/2017 12:00:00 AM,5.5,20.0,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,16.5,70,0.0,0.0,36.3,0.0,109,1.0,2.4,988.5,-2
North Avenue,2017-05-28,05/28/2017 12:00:00 AM,151.7,40.0,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,16.5,70,0.0,0.0,36.3,0.0,109,1.0,2.4,988.5,-2
Ohio Street,2017-05-28,05/28/2017 12:00:00 AM,85.8,80.1,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,16.5,70,0.0,0.0,36.3,0.0,109,1.0,2.4,988.5,-2
Leone,2017-05-30,05/30/2017 12:00:00 AM,14.3,31.0,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,19.8,46,0.0,0.0,38.1,0.0,353,1.6,2.4,990.7,-2
North Avenue,2017-05-30,05/30/2017 12:00:00 AM,165.0,39.6,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,19.8,46,0.0,0.0,38.1,0.0,353,1.6,2.4,990.7,-2
Oak Street,2017-05-30,05/30/2017 12:00:00 AM,96.8,33.9,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,19.8,46,0.0,0.0,38.1,0.0,353,1.6,2.4,990.7,-2
Ohio Street,2017-05-30,05/30/2017 12:00:00 AM,238.2,49.4,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,19.8,46,0.0,0.0,38.1,0.0,353,1.6,2.4,990.7,-2
Leone,2017-05-31,05/31/2017 12:00:00 AM,6.3,45.5,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,19.7,45,0.0,0.0,39.1,0.0,269,1.0,2.2,992.1,-3
North Avenue,2017-05-31,05/31/2017 12:00:00 AM,6.0,53.7,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,19.7,45,0.0,0.0,39.1,0.0,269,1.0,2.2,992.1,-3
Oak Street,2017-05-31,05/31/2017 12:00:00 AM,39.5,35.9,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,19.7,45,0.0,0.0,39.1,0.0,269,1.0,2.2,992.1,-3
Ohio Street,2017-05-31,05/31/2017 12:00:00 AM,51.3,120.7,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,19.7,45,0.0,0.0,39.1,0.0,269,1.0,2.2,992.1,-3
Leone,2017-06-02,06/02/2017 12:00:00 AM,106.5,50.5,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,20.5,32,0.0,0.0,39.1,0.0,0,0.0,0.9,996.1,-3
North Avenue,2017-06-02,06/02/2017 12:00:00 AM,191.3,66.5,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,20.5,32,0.0,0.0,39.1,0.0,0,0.0,0.9,996.1,-3
Oak Street,2017-06-02,06/02/2017 12:00:00 AM,52.5,51.0,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,20.5,32,0.0,0.0,39.1,0.0,0,0.0,0.9,996.1,-3
Ohio Street,2017-06-02,06/02/2017 12:00:00 AM,365.2,94.3,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,20.5,32,0.0,0.0,39.1,0.0,0,0.0,0.9,996.1,-3
Leone,2017-06-07,06/07/2017 12:00:00 AM,87.3,34.6,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,14.6,75,0.0,0.0,39.2,0.0,0,0.0,1.0,996.8,0
North Avenue,2017-06-07,06/07/2017 12:00:00 AM,8.8,38.7,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,14.6,75,0.0,0.0,39.2,0.0,0,0.0,1.0,996.8,0
Oak Street,2017-06-07,06/07/2017 12:00:00 AM,6.5,30.8,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,14.6,75,0.0,0.0,39.2,0.0,0,0.0,1.0,996.8,0
Ohio Street,2017-06-07,06/07/2017 12:00:00 AM,28.6,52.4,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,14.6,75,0.0,0.0,39.2,0.0,0,0.0,1.0,996.8,0
Leone,2017-06-08,06/08/2017 12:00:00 AM,46.6,103.8,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,18.1,50,0.0,0.0,39.2,0.0,85,0.4,0.8,996.7,-2
North Avenue,2017-06-08,06/08/2017 12:00:00 AM,71.1,105.1,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,18.1,50,0.0,0.0,39.2,0.0,85,0.4,0.8,996.7,-2
Oak Street,2017-06-08,06/08/2017 12:00:00 AM,62.0,109.5,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,18.1,50,0.0,0.0,39.2,0.0,85,0.4,0.8,996.7,-2
Ohio Street,2017-06-08,06/08/2017 12:00:00 AM,64.3,130.6,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,18.1,50,0.0,0.0,39.2,0.0,85,0.4,0.8,996.7,-2
Leone,2017-06-09,06/09/2017 12:00:00 AM,6.5,26.3,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,24.6,35,0.0,0.0,39.2,0.0,277,1.0,2.3,988.8,-4
North Avenue,2017-06-09,06/09/2017 12:00:00 AM,42.4,47.1,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,24.6,35,0.0,0.0,39.2,0.0,277,1.0,2.3,988.8,-4
Oak Street,2017-06-09,06/09/2017 12:00:00 AM,137.2,39.8,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,24.6,35,0.0,0.0,39.2,0.0,277,1.0,2.3,988.8,-4
Ohio Street,2017-06-09,06/09/2017 12:00:00 AM,79.9,120.0,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,24.6,35,0.0,0.0,39.2,0.0,277,1.0,2.3,988.8,-4
Leone,2017-06-10,06/10/2017 12:00:00 AM,13.9,71.8,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,19.1,72,0.0,0.0,39.6,60.0,117,0.6,2.0,988.7,-2
North Avenue,2017-06-10,06/10/2017 12:00:00 AM,202.5,67.4,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,19.1,72,0.0,0.0,39.6,60.0,117,0.6,2.0,988.7,-2
Oak Street,2017-06-10,06/10/2017 12:00:00 AM,155.8,65.3,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,19.1,72,0.0,0.0,39.6,60.0,117,0.6,2.0,988.7,-2
Ohio Street,2017-06-10,06/10/2017 12:00:00 AM,55.0,176.4,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,19.1,72,0.0,0.0,39.6,60.0,117,0.6,2.0,988.7,-2
Leone,2017-06-11,06/11/2017 12:00:00 AM,15.7,51.6,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,26.8,42,0.0,0.0,39.6,0.0,272,1.8,5.2,989.1,-4
North Avenue,2017-06-11,06/11/2017 12:00:00 AM,18.7,77.2,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,26.8,42,0.0,0.0,39.6,0.0,272,1.8,5.2,989.1,-4
Oak Street,2017-06-11,06/11/2017 12:00:00 AM,98.8,52.7,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,26.8,42,0.0,0.0,39.6,0.0,272,1.8,5.2,989.1,-4
Ohio Street,2017-06-11,06/11/2017 12:00:00 AM,69.1,205.7,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,26.8,42,0.0,0.0,39.6,0.0,272,1.8,5.2,989.1,-4
Leone,2017-06-12,06/12/2017 12:00:00 AM,17.5,97.7,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,28.2,44,0.0,0.0,39.6,0.0,280,1.0,2.9,992.3,-5
North Avenue,2017-06-12,06/12/2017 12:00:00 AM,9.9,129.4,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,28.2,44,0.0,0.0,39.6,0.0,280,1.0,2.9,992.3,-5
Oak Street,2017-06-12,06/12/2017 12:00:00 AM,56.1,102.6,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,28.2,44,0.0,0.0,39.6,0.0,280,1.0,2.9,992.3,-5
Ohio Street,2017-06-12,06/12/2017 12:00:00 AM,76.7,184.8,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,28.2,44,0.0,0.0,39.6,0.0,280,1.0,2.9,992.3,-5
Leone,2017-06-13,06/13/2017 12:00:00 AM,52.6,112.3,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,22.6,70,0.0,0.0,39.6,0.0,141,0.7,1.8,992.5,-3
North Avenue,2017-06-13,06/13/2017 12:00:00 AM,315.4,131.6,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,22.6,70,0.0,0.0,39.6,0.0,141,0.7,1.8,992.5,-3
Oak Street,2017-06-13,06/13/2017 12:00:00 AM,317.3,122.6,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,22.6,70,0.0,0.0,39.6,0.0,141,0.7,1.8,992.5,-3
Ohio Street,2017-06-13,06/13/2017 12:00:00 AM,284.0,285.8,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,22.6,70,0.0,0.0,39.6,0.0,141,0.7,1.8,992.5,-3
Leone,2017-06-14,06/14/2017 12:00:00 AM,101.5,117.6,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,17.8,92,0.0,0.0,39.6,60.0,17,1.7,2.2,991.9,-2
North Avenue,2017-06-14,06/14/2017 12:00:00 AM,54.7,136.3,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,17.8,92,0.0,0.0,39.6,60.0,17,1.7,2.2,991.9,-2
Oak Street,2017-06-14,06/14/2017 12:00:00 AM,442.8,126.5,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,17.8,92,0.0,0.0,39.6,60.0,17,1.7,2.2,991.9,-2
Ohio Street,2017-06-14,06/14/2017 12:00:00 AM,148.1,264.7,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,17.8,92,0.0,0.0,39.6,60.0,17,1.7,2.2,991.9,-2
Leone,2017-06-15,06/15/2017 12:00:00 AM,5.5,47.7,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,23.8,69,0.0,0.0,53.5,0.0,260,1.6,3.7,989.2,-4
North Avenue,2017-06-15,06/15/2017 12:00:00 AM,68.8,76.1,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,23.8,69,0.0,0.0,53.5,0.0,260,1.6,3.7,989.2,-4
Oak Street,2017-06-15,06/15/2017 12:00:00 AM,31.2,54.6,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,23.8,69,0.0,0.0,53.5,0.0,260,1.6,3.7,989.2,-4
Ohio Street,2017-06-15,06/15/2017 12:00:00 AM,247.2,85.4,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,23.8,69,0.0,0.0,53.5,0.0,260,1.6,3.7,989.2,-4
Leone,2017-06-16,06/16/2017 12:00:00 AM,3.0,37.6,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,28.5,46,0.0,0.0,53.5,0.0,286,0.4,0.6,987.9,-5
North Avenue,2017-06-16,06/16/2017 12:00:00 AM,9.5,49.0,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,28.5,46,0.0,0.0,53.5,0.0,286,0.4,0.6,987.9,-5
Oak Street,2017-06-16,06/16/2017 12:00:00 AM,39.8,33.8,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,28.5,46,0.0,0.0,53.5,0.0,286,0.4,0.6,987.9,-5
Ohio Street,2017-06-16,06/16/2017 12:00:00 AM,55.3,59.2,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,28.5,46,0.0,0.0,53.5,0.0,286,0.4,0.6,987.9,-5
Leone,2017-06-17,06/17/2017 12:00:00 AM,45.7,32.4,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,25.3,67,0.0,0.0,54.5,0.0,121,1.0,1.8,984.0,-4
North Avenue,2017-06-17,06/17/2017 12:00:00 AM,33.3,34.9,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,25.3,67,0.0,0.0,54.5,0.0,121,1.0,1.8,984.0,-4
Oak Street,2017-06-17,06/17/2017 12:00:00 AM,719.9,29.5,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,25.3,67,0.0,0.0,54.5,0.0,121,1.0,1.8,984.0,-4
Ohio Street,2017-06-17,06/17/2017 12:00:00 AM,134.3,45.3,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,25.3,67,0.0,0.0,54.5,0.0,121,1.0,1.8,984.0,-4
Leone,2017-06-18,06/18/2017 12:00:00 AM,67.8,40.6,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,21.4,89,0.0,0.8,59.1,60.0,18,0.9,1.5,980.6,-3
North Avenue,2017-06-18,06/18/2017 12:00:00 AM,27.6,61.9,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,21.4,89,0.0,0.8,59.1,60.0,18,0.9,1.5,980.6,-3
Oak Street,2017-06-18,06/18/2017 12:00:00 AM,499.8,45.4,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,21.4,89,0.0,0.8,59.1,60.0,18,0.9,1.5,980.6,-3
Ohio Street,2017-06-18,06/18/2017 12:00:00 AM,48.2,206.8,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,21.4,89,0.0,0.8,59.1,60.0,18,0.9,1.5,980.6,-3
Leone,2017-06-19,06/19/2017 12:00:00 AM,23.0,114.5,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,22.9,51,0.0,0.0,59.1,0.0,311,1.3,2.5,986.8,-4
North Avenue,2017-06-19,06/19/2017 12:00:00 AM,225.2,135.3,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,22.9,51,0.0,0.0,59.1,0.0,311,1.3,2.5,986.8,-4
Oak Street,2017-06-19,06/19/2017 12:00:00 AM,242.9,124.2,41.9032,-87.6235,"(41.9032, -87.6235)",Oak Street Weather Station,22.9,51,0.0,0.0,59.1,0.0,311,1.3,2.5,986.8,-4
Ohio Street,2017-06-19,06/19/2017 12:00:00 AM,6264.3,207.5,41.8935,-87.6152,"(41.8935, -87.6152)",Oak Street Weather Station,22.9,51,0.0,0.0,59.1,0.0,311,1.3,2.5,986.8,-4
Leone,2017-06-20,06/20/2017 12:00:00 AM,8.1,66.9,42.0131,-87.6635,"(42.0131, -87.6635)",Oak Street Weather Station,19.1,67,0.0,0.0,60.0,0.0,251,1.6,3.9,992.0,-2
North Avenue,2017-06-20,06/20/2017 12:00:00 AM,21.9,82.8,41.9148,-87.6273,"(41.9148, -87.6273)",Oak Street Weather Station,19.1,67,0.0,0.0,60.0,0.0,251,1.6,3.9,992.0,-2
